job_title,company_name,posted_date,num_applications,job_modality,f_p_time,job_responsibility,job_skills,job_keyword,city,community_or_nation,country,annual_salary,offer_id
Senior Data Engineer - Remote - £110K,RemoteWorker UK,2024-03-06,13,En remoto,Jornada completa,Senior,"Bases de datos, Comunicación y SQL, Buena práctica clínica, Data Transport, Extraer, transformar y cargar (ETL), Google BigQuery, Google Cloud , Lenguaje de consulta (query) y NoSQL",Data Engineer,,,Reino Unido,,483
Senior Data Engineer - Remote first.,RemoteWorker UK,2024-03-09,13,En remoto,Jornada completa,Senior,"Bases de datos, Comunicación y SQL, Azure Databricks, Comunicación escrita, Datos maestros, Gestión de datos maestros, Gobierno de datos, Lagos de datos y PySpark",Data Engineer,,,Reino Unido,,484
GCP Senior Data Engineer - Remote - £110K,RemoteWorker UK,2024-03-06,12,En remoto,Jornada completa,Senior,"Bases de datos, Comunicación y SQL, Buena práctica clínica, Extraer, transformar y cargar (ETL), Google BigQuery, Google Cloud , Ingeniería de datos , Lenguaje de consulta (query) y NoSQL",Data Engineer,,,Reino Unido,,485
Security Cleared GCP Data Engineer/Architect - 6 Months - Remote,RemoteWorker UK,2024-03-06,0,En remoto,Jornada completa,Junior,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Big data, Buena práctica clínica, Extraer, transformar y cargar (ETL), Google Cloud  y Ingeniería de datos",Data Engineer,,,Reino Unido,,486
Senior Microsoft Data Engineer,Fujitsu,2024-03-06,53,En remoto,Jornada completa,Senior,"Bases de datos, Especificaciones técnicas, Expresiones de análisis de datos (DAX), Extraer, transformar y cargar (ETL), Lagos de datos, Microsoft Azure, Modelo de datos, Necesidades empresariales, Requisitos técnicos y SQL Server Reporting Services (SSRS)",Data Engineer,,,Reino Unido,,487
"Software Developer (C#/.Net) - Manchester/Remote - £45,000 - £55,000",RemoteWorker UK,2024-03-12,4,En remoto,Jornada completa,Junior,"SQL, .NET Framework, Arquitectura orientada a servicios (SOA), C#, Elasticsearch, Integración continua y entrega continua (CI/CD), Kubernetes, Microsoft Azure, Microsoft Partner y Programación en C",Data Engineer,,,Reino Unido,,488
Data Cabling Engineer,Energy Jobline,2024-03-11,1,Presencial,Jornada completa,Junior,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Big data, CSCS, Equipos de protección individual (EPI), Extraer, transformar y cargar (ETL), Hojas de estilos en cascada (CSS), Ingeniería de datos  y Tarjeta CSCS",Data Engineer,Glasgow,Escocia,Reino Unido,,489
Principal Data Engineer,Ocho,2024-03-06,385,En remoto,,Intermedio,"Docker, Ingeniería de datos  y Servicios en la nube",Data Engineer,,,Reino Unido,80000,490
Senior ML Data Engineer,StormAI,2024-03-06,1022,En remoto,Jornada completa,Senior,"Python, Apache, Apache Spark, C++, Google Cloud , PyTorch y TensorFlow",Data Engineer,Europa,,,,491
"KDB Developers, Market Data",WSN,2024-02-28,48,En remoto,,Intermedio,"Datos de mercado, Datos financieros, Desarrollo de software, Gestión de inversiones, Java, JavaScript, KDB, KDB+, Linux y Unix",Data Engineer,,,Reino Unido,,492
Data Engineer - Structured Cabling,NG Bailey,2024-03-11,11,Presencial,,Junior,"Bailey, Break Fix, Cableado estructurado, Ingeniería de datos , MDF, Mantenimiento y reparaciones, Nivel de servicio de contratos, Niveles de servicio, Planos de construcción y Statutory",Data Engineer,Aberdeen,Escocia,Reino Unido,,493
Senior Data Engineer (Aberdeen-based),Aize,2024-03-11,43,Híbrido,Jornada completa,Senior,"Bases de datos, Python y SQL, Almacenamiento de datos, Apache Spark, Base de datos orientada a grafos, Calidad de datos, Canalizaciones de datos, Extraer, transformar y cargar (ETL) y Ingeniería de datos",Data Engineer,Aberdeen,Escocia,Reino Unido,,494
Data Cabling Installation Engineer,DCS Recruitment,2024-03-06,0,Presencial,Media jornada,Junior,"CSCS, Cableado, Cableado estructurado, Cat5e, ECS, IPAF, Ingeniería eléctrica, Ingeniería submarina, Instalaciones y Instalación de equipos",Data Engineer,Aberdeen,Escocia,Reino Unido,,495
Data Scientist,excelia,2024-02-21,1072,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos, Capacidad de análisis, Ciencia de datos y Python, Cloudera, PySpark, Trabajo en remoto, Trabajo virtual y Workbench",Data Scientist,Madrid,Comunidad de Madrid,España,,496
Consultor Mid de mejora de procesos,Kiteris,2024-02-28,75,Híbrido,Jornada completa,Intermedio,"Capacidad de análisis, Gestión de proyectos y Inglés, Elaboración de informes, Elaboración de presupuestos, Liderazgo de equipos, Mejora de procesos, Modelado de procesos, Negociación, Optimización de procesos, PRINCE2, Sector industrial y Visión empresarial",Data Analyst,Barcelona,Cataluña,España,,497
Consultor Senior de mejora de procesos,Kiteris,2024-02-28,152,Híbrido,Jornada completa,Senior,"Gestión de proyectos, Inglés y Liderazgo, Capacidad analítica, Elaboración de informes, Elaboración de presupuestos, Mejora de procesos, Modelado de procesos, Negociación, Optimización de procesos, PRINCE2, Sector industrial y Visión empresarial",Data Analyst,Barcelona,Cataluña,España,,498
Científico de datos,Wardem,2024-03-12,73,Híbrido,Jornada completa,,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, C++, Java, Lenguajes de programación, Modelado y Modelado de datos",Data Scientist,Madrid,Comunidad de Madrid,España,,499
Data Scientist - Azure,Ayesa,2024-02-21,1020,Híbrido,Jornada completa,Intermedio,"Python, Azure Data Lake, Azure Databricks, Capacidad de razonamiento, Capacitación técnica, Integración, Microsoft Azure, PySpark y SQL de Azure",Data Scientist,Madrid,Comunidad de Madrid,España,,500
Data scientist Azure,Ayesa,2024-02-28,665,Híbrido,Jornada completa,Intermedio,"Python, Azure Data Lake, Azure Databricks, Capacidad de razonamiento, Capacitación técnica, Integración, Microsoft Azure, PySpark y SQL de Azure",Data Scientist,Madrid,Comunidad de Madrid,España,,501
Data Scientist,Kodify Media Group,2024-03-11,38,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Bases de datos, Microsoft Power BI, Pandas (Software) y Python, Docks, Herramientas ETL, Inteligencia empresarial, PostgreSQL y QlikView",Data Scientist,Barcelona,Cataluña,España,,502
Administrador Modelo 3D,IBERASTUR,2024-03-12,5,Presencial,Jornada completa,,"Administración de oficinas, AutoCAD Plant 3D, Autodesk Inventor, Elaboración de informes, Georeferencing, Industria pesada, Integración de datos, Navisworks, Revit y Seguridad en el trabajo",Data Engineer,Avilés,Principado de Asturias,España,,503
Arquitecto/a de soluciones,Innova-tsn,2024-03-12,6,Híbrido,Jornada completa,Intermedio,"Administración, Inglés y Trabajo en equipo, Arquitectura, Arquitectura de soluciones, Consultoría, Inteligencia empresarial, Teletrabajo, Transformación digital y Virtualización",Data Engineer,Madrid,Comunidad de Madrid,España,,504
DESARROLLADOR/A ERP,JBC Soldering Tools,2024-03-12,5,Presencial,Jornada completa,,"Comunicación, Acción comunitaria, Ciencias de la computación, Desarrollo de procesos, Desarrollo de recursos, Documentación, Mejora continua, Microsoft Dynamics NAV, Planificación de recursos empresariales (ERP) y Resolución de incidencias",Data Engineer,Molins de Rei,Cataluña,España,,505
Data Scientist - BCG X,BCG X,2024-02-28,193,Híbrido,Jornada completa,Intermedio,"Aprendizaje automático, Ciencia de datos, Gestión de proyectos, Python y Trabajo en equipo, Analítica, Desarrollo de software, DevOps, Estadística y Investigación de operaciones",Data Scientist,Barcelona,Cataluña,España,,506
Senior Data Scientist - Dynamic Pricing (They/She/He),Glovo,2024-03-06,15,Híbrido,Jornada completa,Senior,"Aprendizaje automático, Modelos predictivos y Python, Análisis de series temporales, Diseño experimental, Inferencia causal, MLOps, Modelos de regresión, Pruebas A/B y XGBoost",Data Scientist,Barcelona,Cataluña,España,,507
Senior Data Scientist,Clarivate,2024-02-21,31,Híbrido,Jornada completa,Senior,"Aprendizaje automático, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Adquisición de datos, Desarrollo de productos, Inteligencia artificial, Investigación aplicada y Procesamiento de lenguaje natural",Data Scientist,Barcelona,Cataluña,España,,508
Data Consultant,SDG Group España,2024-03-11,654,Híbrido,Jornada completa,Intermedio,"Bases de datos, Comunicación, Inglés, Python y SQL, Amazon Web Services (AWS), Ingeniería informática, Pensamiento crítico, Programación y Qlik Sense",Data Analyst,Barcelona,Cataluña,España,,509
Data Migration Specialist - Internship,bsport,2024-03-12,11,Presencial,,Junior,"Comunicación, Gestión de proyectos y Inglés, Comunicación escrita, Desarrollo de relaciones, Espíritu de equipo, Francés, Indicadores clave de desempeño, Migración de datos y Skill Development",Data Engineer,Barcelona,Cataluña,España,,510
Business Intelligence,NovaQuality Consulting,2024-02-28,543,En remoto,Jornada completa,Intermedio,"Capacidad de análisis, Comunicación y Trabajo en equipo, Consultoría, Cursos, Educación continua, IBM Cognos Analytics, Inteligencia empresarial, PowerCenter, Programación SAS, SAS, Seguro de salud y Seguros",Data Scientist,,,España,,511
Data Consultant,SDG Group España,2024-03-11,275,Híbrido,Jornada completa,Intermedio,"Bases de datos, Comunicación, Inglés, Python y SQL, Amazon Web Services (AWS), Ingeniería informática, Pensamiento crítico, Programación y Qlik Sense",Data Analyst,Madrid,Comunidad de Madrid,España,,512
Analista de datos,Greenfield Technologies,2024-03-12,81,Presencial,Jornada completa,,,Data Analyst,Badajoz,Extremadura,España,,513
Ingeniero/a comercial - Ingeniería Química y Medioambiental,9 Executive Recruitment,2024-03-12,14,Presencial,Jornada completa,,"Industria petroquímica, Industria química, Ingeniería de procesos químicos, Ingeniería química, Tratamiento de aguas residuales y Ventas",Data Engineer,Premià de Dalt,Cataluña,España,,514
Junior Business Analyst,seQura,2024-02-28,678,Híbrido,Jornada completa,Junior,"Analítica de datos, Análisis de datos y Comunicación, Analítica empresarial, Análisis ad hoc, Análisis de la regresión, Análisis de negocio, Análisis estadístico, Contraste de hipótesis y Presentaciones",Data Analyst,Barcelona,Cataluña,España,,515
Analytics Analyst - Beca Remunerada,JAKALA Iberia,2024-02-21,161,Híbrido,,Junior,"Analítica de datos, Capacidad de análisis, Resolución de problemas y Tableau, Activos digitales, Analítica, Extraer, transformar y cargar (ETL), Google Data Studio, Lenguaje de consulta (query) y Panel de control",Data Analyst,Madrid,,,,516
Data Steward,Walters People,2024-02-21,45,,,Junior,"Bases de datos y Comunicación, Calidad de datos, Data Stewardship, Gestión de datos maestros y Gobierno de datos",Data Analyst,Barcelona,Cataluña,España,,517
Data Analyst,Claire Joster,2024-02-21,325,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos y Resolución de problemas, Atención al detalle, Expresiones de análisis de datos (DAX), Herramientas de inteligencia de negocios, Minería de datos, Orientación de servicio y SQL Server Analysis Services (SSAS)",Data Analyst,Cassà de la Selva,Cataluña,España,,518
DATA ANALYST,Kave Home,2024-03-09,48,Híbrido,Jornada completa,Intermedio,"Análisis de datos, Bases de datos, Resolución de problemas, Visualización y Visualización de datos, Estadística, Identificación de tendencias, Indicadores clave, Indicadores clave de desempeño y Matemáticas",Data Analyst,Sils,Cataluña,España,,519
Beca Data Management - Barcelona,GCO,2024-02-21,656,Híbrido,,Junior,"Bases de datos, Atención al detalle, Creación de informes, Dexterity, Equipos multidisciplinarios, Establishing Relationships, Gestión de datos, Identificación de oportunidades, Lenguajes de programación y Relaciones interpersonales",Data Engineer,Sant Cugat del Vallès,Cataluña,España,,520
Technical Analyst,Red Points,2024-03-12,20,Híbrido,Jornada completa,Junior,"Capacidad de análisis y SQL, HTML, Looker (software), Pruebas y Registro de dominios",Data Analyst,Barcelona,Cataluña,España,,521
Q-Commerce Python Business Analyst (They/She/He),Glovo,2024-03-06,38,Híbrido,Jornada completa,Intermedio,"Python y Resolución de problemas, Analítica empresarial, Análisis de negocio, Comercio, Ejecución de proyectos, Hojas de cálculo de Google, Microsoft Office Delve, Necesidades empresariales y Pruebas de aceptación del usuario",Data Analyst,Barcelona,Cataluña,España,,522
Data Scientist Consultant,Conexus,2024-03-06,344,Híbrido,,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Resolución de problemas, Analítica, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación y Procesamiento de lenguaje natural",Data Analyst,Barcelona,Cataluña,España,,523
Analista de Datos/ Data Analyst - Centro de I+D+ i,ALSA,2024-03-11,66,Híbrido,Jornada completa,Junior,"Analítica de datos, Bases de datos, Capacidad de análisis, Inglés y Resolución de problemas, Diseño de procesos, Estadística, Minería de datos, Modelos analíticos y Preparación de datos",Data Analyst,Gijón,Principado de Asturias,España,,524
Data Analyst (100% remote within Spain),UST,2024-03-06,591,En remoto,Jornada completa,Junior,"Analítica de datos, Análisis de datos y Capacidad de análisis, Esquema en estrella, Estrategia de datos, Estándares de datos, Gobierno de datos, PowerDesigner, Snowflake y Snowflake cloud",Data Analyst,Madrid,Comunidad de Madrid,España,,525
Product Data Analyst,Socialpoint,2024-03-09,44,Híbrido,Jornada completa,Junior,"Capacidad de análisis, Comunicación, Visualización y Visualización de datos, Analítica, Comportamiento del usuario, Conocimientos comerciales, Matemáticas, Panel de control y Pruebas A/B",Data Analyst,Barcelona,Cataluña,España,,526
BI Analyst,PayRetailers,2024-02-14,238,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Bases de datos, Comunicación y Visualización de datos, Inteligencia empresarial, Lenguaje de consulta (query), Modelo de datos, Necesidades empresariales, Panel de control y Perfiles de datos",Data Analyst,Madrid,Comunidad de Madrid,España,,527
Business Analyst,Qualifyze,2024-03-06,785,En remoto,Jornada completa,Intermedio,"Capacidad de análisis y Tableau, Administración de empresas, Analítica empresarial, Análisis de negocio, Análisis de ventas, Estrategia empresarial, Planificación de negocios y Ventas y marketing",Data Analyst,,Cataluña,España,,528
Data Engineer,Capitole,2024-03-06,433,En remoto,Jornada completa,Intermedio,,Data Engineer,,,España,,529
"Analista de Datos Junior (MÁLAGA, HIBRIDO)",SOTEC CONSULTING,2024-03-12,69,Híbrido,Jornada completa,Intermedio,"Inglés, Confluence, JIRA, Microsoft Excel y Microsoft PowerPoint",Data Analyst,Málaga,Andalucía,España,,530
Consultor BI,CGI,2024-03-12,79,Híbrido,Jornada completa,Intermedio,"Python, Consultoría, Data Warehouse Appliances, Inteligencia empresarial y Microsoft SQL Server",Data Analyst,Madrid,Comunidad de Madrid,España,,531
Analista,Grupo Digital,2024-03-08,608,En remoto,Jornada completa,Intermedio,"Android, Análisis funcional, Desarrollo Java, Java, Kotlin y Swift (lenguaje de programación)",Data Analyst,,,España,,532
Data Scientist - Logistics/Operations (They/She/He),Glovo,2024-02-14,85,Presencial,Jornada completa,Intermedio,"Ciencia de datos, Análisis de series temporales, Datos geoespaciales, Desarrollo de modelos, Geomática, Inferencia estadística, Matemáticas, Modelado de datos, Optimización y Presentaciones",Data Scientist,Barcelona,Cataluña,España,,533
Modelador de datos con experiencia en JSON,Scalian Spain,2024-02-21,55,En remoto,Jornada completa,Intermedio,"Bases de datos y Comunicación, Almacenamiento de datos, Calidad de datos, EASE, Erwin, Extraer, transformar y cargar (ETL), Gestión de datos maestros, JSON y Object Modelling",Data Engineer,,,España,,534
Business Analyst,Quantion,2024-03-08,382,Híbrido,Jornada completa,Intermedio,"Inglés y Resolución de problemas, Análisis de negocio, Necesidades empresariales, Obtención de requisitos, Procesos de negocio y Pruebas de aceptación del usuario",Data Analyst,Barcelona,Cataluña,España,,535
