job_title,company_name,posted_date,num_applications,job_modality,f_p_time,job_responsibility,job_skills,job_keyword,city,community_or_nation,country,annual_salary,offer_id
Data Engineer (100% REMOTO),Logicalis Spain,2024-02-21,998,En remoto,Jornada completa,Intermedio,"Python, Apache Spark, Ingeniería de datos , Java y Scala",Data Engineer,,,España,,540
Consultor JR Workday – Tenerife,PwC España,2024-03-12,5,Presencial,Jornada completa,Junior,"Data Loading, Dataload, Desarrollo de aplicaciones, Ejecución de pruebas, Information Processing, Lanzamiento de nuevos productos, Multiplataforma, Requisitos funcionales, Resolución de incidencias y XSLT",Data Analyst,Santa Cruz de Tenerife,Canarias,España,,541
Business Intelligence Consultant,SERIKAT,2024-03-11,1198,En remoto,Jornada completa,Intermedio,,Data Analyst,,,España,,542
Data Scientist - Series temporales,Capitole,2024-03-06,621,En remoto,Jornada completa,Intermedio,,Data Scientist,Madrid,Comunidad de Madrid,España,,543
Consultor técnico junior,Nter Tech Services,2024-02-28,960,Híbrido,,Junior,Aprendizaje y Desarrollo de software,Data Analyst,Jaén,Andalucía,España,,544
Data Scientist - Logistics/Operations (They/She/He),Glovo,2024-03-06,887,Híbrido,Jornada completa,Junior,"Ciencia de datos, Análisis de series temporales, Datos geoespaciales, Desarrollo de modelos, Geomática, Inferencia estadística, Matemáticas, Modelado de datos, Optimización y Presentaciones",Data Scientist,Barcelona,Cataluña,España,,545
Analista de Negocio,PROEDUCA,2024-02-21,284,Híbrido,Jornada completa,Intermedio,"Análisis de datos, Capacidad de análisis y Resolución de problemas, Análisis de negocio, Fuentes de datos, Microsoft Excel, Necesidades empresariales, Procesos de negocio, Pruebas ad hoc y Pruebas de aceptación del usuario",Data Analyst,Pozuelo de Alarcón,Comunidad de Madrid,España,,546
Consultor de proyectos de datos y Analytics,Pascual,2024-02-21,917,Híbrido,Jornada completa,Intermedio,"Analítica de datos, ABAP, Analítica, Aplicaciones en la nube, Arquitectura de datos, Gestión de datos, Modelado de datos, SAP BW, SAP HANA y Self Service",Data Analyst,Madrid,Comunidad de Madrid,España,,547
PRODUCT ANALYST,Zitro,2024-02-21,86,Híbrido,Jornada completa,Intermedio,,Data Analyst,Sant Quirze del Vallès,Cataluña,España,,548
Data Visualization Engineer,Devoteam,2024-03-12,0,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Ciencia de datos y Visualización de datos, Acciones correctivas y preventivas, Analítica, Extraer, transformar y cargar (ETL), Ingeniería de datos , MicroStrategy, Minería de datos y Snowflake",Data Engineer,Madrid,Comunidad de Madrid,España,,549
Data Analyst,SDG Group España,2024-02-13,392,Híbrido,Jornada completa,Junior,"Análisis de datos, Capacidad de análisis y SQL, Analítica, Big data, Conocimientos comerciales, Empresas, Estadística, Matemáticas y Matemáticas aplicadas",Data Analyst,Madrid,Comunidad de Madrid,España,,550
Product Business Analyst,Win Systems,2024-03-12,7,Híbrido,Jornada completa,Intermedio,Análisis de negocio y Empresas,Data Analyst,Sant Cugat del Vallès,Cataluña,España,,551
Data Consultant,SDG Group España,2024-02-28,477,Híbrido,Jornada completa,Intermedio,"Bases de datos, Comunicación, Inglés, Python y SQL, Amazon Web Services (AWS), Ingeniería informática, Pensamiento crítico, Programación y Qlik Sense",Data Analyst,Valencia,Comunidad Valenciana,España,,552
Online Data Analyst,TELUS International,2024-02-21,83,En remoto,Media jornada,Junior,"Análisis de datos, Capacidad de análisis, Inglés y Investigación, Adquisición de conocimientos, Aseguramiento de la calidad, Contenido online, Francés, Investigación online y Medios de comunicación social",Data Analyst,Valladolid,Castilla y León,España,,553
DATA CONSULTANT (TABLEAU EXPERT),knowmad mood,2024-02-21,629,En remoto,Jornada completa,Intermedio,"Inglés y Python, Ansible, DevOps, Jest, Metodologías ágiles, Project Plus, Pruebas de rendimiento del software, TypeScript y Vagrant",Data Analyst,,,España,,554
MATHEMATICIAN,Zitro,2024-03-06,339,Híbrido,Jornada completa,Intermedio,"Diseño de juegos, Estadística, Física, Juegos, Matemáticas y Probabilidad",Data Scientist,Sant Quirze del Vallès,Cataluña,España,,555
Online Data Analyst,TELUS International,2024-02-21,94,En remoto,Media jornada,Junior,"Análisis de datos, Capacidad de análisis, Inglés y Investigación, Adquisición de conocimientos, Aseguramiento de la calidad, Contenido online, Francés, Investigación online y Medios de comunicación social",Data Analyst,Elche,Comunidad Valenciana,España,,556
Data Governance Consultant,Scalian,2024-02-14,284,En remoto,Jornada completa,Intermedio,"Bases de datos y Visualización de datos, Calidad de datos, Gestión de datos, Gobierno de datos, IBM InfoSphere, Inglés hablado, Ley de protección de datos, Mantenimiento de bases de datos y Seguridad de los datos",Data Analyst,,,España,,557
Scrum Master,Schneider Electric,2024-03-12,158,Híbrido,Jornada completa,Intermedio,Finanzas y Metodologías ágiles,Data Scientist,Barcelona,Cataluña,España,,558
Product Analyst - Spain Remote,Vista,2024-03-06,114,En remoto,Jornada completa,Intermedio,"Aptitudes de organización, Resolución de problemas y Tableau, Descubrimiento de producto, Diseño de soluciones empresariales, Domo, Looker (software), Optimizely, Snowflake y Snowflake cloud",Data Analyst,Barcelona,Cataluña,España,,559
PRODUCT DATA MANAGER (H/M),"Grupo IskayPet (Tiendanimal, Kiwoko, Kivet, Clinicanimal)",2024-03-06,46,Híbrido,Jornada completa,Intermedio,"Comunicación, Actitud positiva, Comercio electrónico, Competencias transversales, Cuidado de mascotas, Fidelización de clientes, Formación de equipos, Lógica de negocios, Negocios digitales y Patrones de diseño",Data Engineer,Madrid,Comunidad de Madrid,España,,560
Data & RPA Specialist,Puig,2024-02-21,58,Híbrido,Jornada completa,Senior,"Bases de datos y Ciencia de datos, Automatización robótica de procesos, Calidad de datos, Ciencias de la computación, Extraer, transformar y cargar (ETL), Ingeniería de datos , Macro, VBScript y Visual Basic for Applications (VBA)",Data Engineer,Barcelona,Cataluña,España,,561
Business Analyst,Kapsch TrafficCom AG,2024-02-28,894,Híbrido,Jornada completa,Intermedio,Análisis funcional,Data Analyst,Barcelona,Cataluña,España,,562
Data Analyst | BI Specialist  | Paris or Barcelona | Major company | 50% Remote,Talent-R,2024-02-28,676,Presencial,Jornada completa,Intermedio,"Análisis de datos, Estrategia empresarial, Inteligencia empresarial, Migración de datos, Qlik Sense y SAP BusinessObjects",Data Analyst,Barcelona,Cataluña,España,,563
Data Engineer,Remobi,2024-03-06,1086,En remoto,,Intermedio,"Capacidad de análisis y Python, Amazon Web Services (AWS), Arquitectura de datos, Desarrollo en la nube, Desarrollo web back end, Modelado de datos, Obtención de requisitos, Snowflake y Snowflake cloud",Data Engineer,,,España,,564
🤖 Lingüista computacional/Multinacional Líder AI/Proyecto estable 🤖,Decskill España,2024-02-28,378,Híbrido,Jornada completa,,"Python, Bash, Gestión de infraestructuras de tecnologías de la información, Lanzamiento de nuevos productos, Linux, Networking, Programación, Project Plus, Redes neuronales y Secuencia de comandos",Data Scientist,Madrid,Comunidad de Madrid,España,,565
Data Engineer,Eurofirms Group | People first,2024-03-06,85,Presencial,Jornada completa,Intermedio,"Python, MongoDB y R (Lenguaje de programación)",Data Engineer,Cassà de la Selva,Cataluña,España,,566
Especialista Analytics,Oferplay,2024-03-11,18,Presencial,,,"Analítica de datos, Análisis de datos, Capacidad de análisis, Ciencia de datos y Visualización de datos, Analítica, Analítica empresarial, Estadística, Inteligencia empresarial y SAS",Data Analyst,Málaga,Andalucía,España,,567
Data Science Specialist,JAKALA,2024-03-10,17,Híbrido,Jornada completa,Intermedio,"Análisis de datos, Ciencia de datos y Python, Analítica, Aprendizaje profundo, Estadística, Ingeniería de datos , Inteligencia artificial, MLOps y Procesamiento de lenguaje natural",Data Scientist,Madrid,Comunidad de Madrid,España,,568
Operations Data Analyst (They/She/He),Glovo,2024-02-28,365,Híbrido,Jornada completa,Junior,"Comunicación, Inglés, Resolución de problemas y Visualización, Comunicación escrita, Hojas de cálculo de Google, Indicadores clave de desempeño, Matemáticas, Panel de control y Root Cause",Data Analyst,Barcelona,Cataluña,España,,569
Data Analyst - People (They/She/He),Glovo,2024-02-28,67,Híbrido,Jornada completa,Junior,"Comunicación y SQL, Amazon Redshift, Analítica, Automatización, Hojas de cálculo de Google, Indicadores clave de desempeño, Looker (software), Necesidades empresariales y People Analytics",Data Analyst,Barcelona,Cataluña,España,,570
Operations Analyst (They/She/He),Glovo,2024-02-28,69,Híbrido,Jornada completa,Intermedio,"Capacidad de análisis, Comunicación, Inglés y Resolución de problemas, Comunicación escrita, Hojas de cálculo de Google, Indicadores clave de desempeño, Looker (software), Matemáticas y Root Cause",Data Analyst,Barcelona,Cataluña,España,,571
Data Architect,DigiProces | EMS,2024-03-08,6,Híbrido,Jornada completa,Intermedio,"Liderazgo, SQL y Trabajo en equipo, Arquitectura de datos, Integración de datos y Sage ERP X3",Data Engineer,Barcelona,Cataluña,España,,572
Desarrollador de SQL,Hays,2024-03-09,77,Híbrido,Jornada completa,Intermedio,"SQL, Extraer, transformar y cargar (ETL)",Data Engineer,Sant Celoni,Cataluña,España,,573
Data Visualization Consultant,Accenture España,2024-03-10,995,,,Intermedio,"Analítica de datos, Ciencia de datos y Visualización de datos, Amazon Redshift, Analítica, Minería de datos, Modelado de datos, Narración de datos, Snowflake y Snowflake cloud",Data Analyst,Madrid,Comunidad de Madrid,España,,574
Data Developer,Hays,2024-02-28,727,Híbrido,Jornada completa,Intermedio,"Microsoft Power BI, Extraer, transformar y cargar (ETL) y Microsoft SQL Server",Data Engineer,Madrid,Comunidad de Madrid,España,,575
Product Data Scientist - Qcommerce (They/She/He),Glovo,2024-03-06,6,Híbrido,Jornada completa,Junior,"Aprendizaje automático, Pandas (Software) y Seaborn, Aprendizaje no supervisado, Decision Theory, Estadística, Inferencia estadística, Matemáticas, Modelos estadísticos y Teoría de juegos",Data Scientist,Barcelona,Cataluña,España,,576
Junior Developer Data,GFT Technologies,2024-02-21,95,Híbrido,Jornada completa,Junior,"Bases de datos y SQL, Desarrollo de software, Extraer, transformar y cargar (ETL), Modelado de datos y Programación",Data Engineer,Lérida,Cataluña,España,,577
Data Analyst GCP,knowmad mood,2024-02-21,344,Híbrido,Jornada completa,Intermedio,"Inglés, Python y SQL, Appnexus, Computación en la nube, Google Ads, Google Cloud , Marketing, Marketing digital y Sprinklr",Data Analyst,Madrid,Comunidad de Madrid,España,,578
NLP Engineer with English and Spanish,Babel Profiles,2024-03-06,58,En remoto,Jornada completa,Intermedio,"Inglés y Python, Amazon Web Services (AWS), Apache, Apache Spark, Español, Java y Procesamiento de lenguaje natural",Data Engineer,,Cataluña,España,,579
Perfil de analista web jr,Prodigioso Volcán,2024-03-06,276,Híbrido,Jornada completa,Junior,"Capacidad de análisis, Adobe Analytics, Análisis web, Estrategia, Google Analytics, Google Tag Manager, Informes, Orientación a objetivos, Planificación de proyectos y Toma de decisiones",Data Analyst,Madrid,Comunidad de Madrid,España,,580
Consultor/a BI | Teletrabajo,ALTEN,2024-03-08,1078,En remoto,Jornada completa,Intermedio,"Microsoft Power BI, ABAP, Extraer, transformar y cargar (ETL), Inteligencia empresarial, Intelligence, Modelado de datos, SAP BW y SAP S/4HANA",Data Analyst,Barcelona,Cataluña,España,,581
Data Engineer,Gameloft Barcelona,2024-03-09,58,Híbrido,Jornada completa,Intermedio,"Ciencia de datos, Airflow, Almacenamiento de datos, Calidad de datos, Client Requirements, Extraer, transformar y cargar (ETL), Ingeniería de datos , Lenguaje de consulta (query), Modelado de datos y Query Languages",Data Engineer,Barcelona,Cataluña,España,,582
INGENIER@ DE ANÁLISIS DE DATOS,Stadler Valencia,2024-03-06,32,Presencial,Jornada completa,Intermedio,"Análisis de datos, Bases de datos, Capacidad de análisis, Inglés y Trabajo en equipo, Administración de bases de datos, Alemán, Ingeniería informática, Programación y Toma de decisiones",Data Engineer,Valencia y alrededores,,,,583
PM de Modelos Analíticos (conocimientos de Data),Huxley,2024-03-11,2,Híbrido,Jornada completa,Intermedio,,Data Scientist,Barcelona,Cataluña,España,,584
Consultor de análisis web,Internet República,2024-03-10,886,Híbrido,Jornada completa,,"Analítica, Análisis de marketing, Análisis web, Comercio electrónico, Google Data Studio, Google Tag Manager, Hojas de cálculo de Google, Optimización para motores de búsqueda (SEO), Pruebas con variables múltiples y VBA para Excel",Data Analyst,Madrid,Comunidad de Madrid,España,,585
Data Architect,Robert Walters,2024-03-06,1,Híbrido,,Intermedio,"Almacenamiento de datos, Amazon Web Services (AWS), Analítica, Arquitectura de datos, Big data, Extraer, transformar y cargar (ETL), Gobierno de datos, Ingeniería de datos , Microsoft Azure y Modelado de datos",Data Engineer,Valencia,Comunidad Valenciana,España,50000,586
Data Engineer,NEXT DIGITAL,2024-02-28,120,En remoto,Jornada completa,Intermedio,"Python y SQL, Amazon Web Services (AWS) y Apache Airflow",Data Engineer,Madrid,Comunidad de Madrid,España,,587
Arquitecto de datos,Entelgy,2024-03-06,76,Híbrido,Jornada completa,Intermedio,"Bases de datos, Capacidad de análisis y Comunicación, Arquitectura de datos, Big data, Gobierno de datos, Ingeniería de datos , Modelado de datos, Planificación de recursos empresariales (ERP) y Técnicas analíticas",Data Engineer,Madrid,Comunidad de Madrid,España,,588
Senior Data Analyst,Rover.com,2024-02-21,927,Híbrido,Jornada completa,Senior,,Data Analyst,Barcelona,Cataluña,España,,589
"Data Analyst, Business Performance Analytics",Criteo,2024-03-10,94,Híbrido,Jornada completa,Intermedio,,Data Analyst,Barcelona,Cataluña,España,,590
Reporting Analyst - English Speaking,CPM International Contact Centre,2024-02-28,76,Híbrido,Jornada completa,Intermedio,"Comunicación y Comunicación interpersonal, Asesor, C-Level, Data Interpretation, Habilidades sociales, Informes y análisis, Mediación, Negociación y Pensamiento crítico",Data Analyst,Barcelona,Cataluña,España,,591
Data Engineer,CGI,2024-02-28,994,Híbrido,Jornada completa,Intermedio,,Data Engineer,Madrid,Comunidad de Madrid,España,,592
Data Engineer,Kantar Media,2024-03-10,10,Híbrido,Jornada completa,Intermedio,"Aprendizaje automático, Capacidad de análisis y Python, Azure Databricks, C#, Kubernetes y Reconocimiento de patrones",Data Engineer,Sant Cugat del Vallès,Cataluña,España,,593
Data Engineer,Merkle España,2024-02-21,59,Híbrido,Jornada completa,Intermedio,"Inglés y Python, Desarrollo web back end, Google Cloud , Hadoop, JavaScript, Programación y Scala",Data Engineer,Madrid,Comunidad de Madrid,España,,594
Data Migration Consultant,iTrust Partnering,2024-03-06,36,Híbrido,Jornada completa,Intermedio,Productos SAP,Data Analyst,Barcelona,Cataluña,España,,595
German Data Annotator,Centific,2024-03-12,45,Híbrido,Jornada completa,Junior,"Anotación, Contenido online, Language Skills y Office 365",Data Analyst,Barcelona,Cataluña,España,,596
Data Modeler Expert | 100% Remote,UST España & Latam,2024-02-28,75,En remoto,Jornada completa,Intermedio,"Bóveda de datos, Erwin, Esquema en estrella, Gobierno de datos, Modelado de datos, Modelo de datos, Optimización de consultas, PowerDesigner, Snowflake y Snowflake cloud",Data Engineer,,,España,,597
Data Scientist,Surrey County Council,2024-02-28,50,Presencial,Jornada completa,Junior,"Ciencia de datos, Tableau y Visualización de datos, Análisis estadístico, Análisis predictivo, FME, Inferencia estadística, Requisitos de información, Requisitos técnicos y Statistical Analysis Tools",Data Scientist,Reigate,Inglaterra,Reino Unido,,598
Junior Data Scientist,PEP Health,2024-03-12,1075,En remoto,,,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,,,Reino Unido,34500,599
Data Scientist,NCVO,2024-03-06,1142,En remoto,,,"Análisis de datos, Aprendizaje automático, Ciencia de datos, Modelos predictivos, Python y SQL, Análisis cuantitativo, Investigación cuantitativa, Minería de datos y Modelado de datos",Data Scientist,,,Reino Unido,39906,600
Junior Data Scientist,Reply,2024-03-06,630,Híbrido,Jornada completa,Junior,"Ciencia de datos, Comunicación, Python y Resolución de problemas, Análisis estadístico, Ciencias de la computación, Establecer prioridades del trabajo, Lenguajes de programación, R (Lenguaje de programación) y Reconocimiento de patrones",Data Scientist,Londres,Inglaterra,Reino Unido,,601
Junior Data Scientist,Our World in Data,2024-02-28,158,En remoto,Jornada completa,,"Análisis de datos, Comunicación, Pandas (Software) y Python, Documentación, Extraer, transformar y cargar (ETL), Gestión de datos y Gestión de metadatos",Data Scientist,,,Reino Unido,,602
"Data Scientist, Marketing Effectiveness",the LEGO Group,2024-03-10,586,,,Junior,"Analítica de datos, Análisis de datos estadísticos y Ciencia de datos, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Minería de datos, Procesamiento de lenguaje natural y Reconocimiento de patrones",Data Scientist,Londres,Inglaterra,Reino Unido,,603
Junior Data Scientist,VML,2024-03-06,643,,,Junior,"Analítica de datos y Ciencia de datos, Analítica, Análisis de clientes, Análisis predictivo, Aprendizaje profundo, Calidad de datos, Presentaciones, Procesamiento de lenguaje natural y Ética laboral",Data Scientist,Londres,Inglaterra,Reino Unido,,604
"Data Scientist II, Analytics",Expedia Group,2024-03-06,527,Híbrido,Jornada completa,Junior,"Ciencia de datos, Python y SQL, Analítica, Big data, Instinto comercial, Minería de datos, Presentaciones, PySpark y R (Lenguaje de programación)",Data Analyst,Londres,Inglaterra,Reino Unido,,605
Data Scientist,Eames Consulting,2024-02-21,109,Híbrido,Jornada completa,Intermedio,"Python y SQL, Análisis financiero, Banca, Banca minorista, FinTech, Modelos estadísticos, R (Lenguaje de programación) y SAS",Data Scientist,Londres,Inglaterra,Reino Unido,,606
Data Scientist,SearchDATA Group,2024-03-11,342,Híbrido,,Intermedio,"Ciencia de datos y Python, Jupyter",Data Scientist,Newcastle upon Tyne,Inglaterra,Reino Unido,57500,607
Data Scientist,Merseyrail,2024-03-11,35,Híbrido,Jornada completa,Intermedio,Ciencia de datos,Data Scientist,Liverpool,Inglaterra,Reino Unido,,608
"Data Scientist II, Analytics",Expedia Group,2024-02-28,441,Híbrido,Jornada completa,Junior,"Aprendizaje automático, Ciencia de datos, Resolución de problemas y SQL, Analítica, Analítica de productos, Análisis estadístico, Aprendizaje no supervisado, Pruebas A/B y R (Lenguaje de programación)",Data Analyst,Londres,Inglaterra,Reino Unido,,609
Data Scientist,Checkatrade.com,2024-03-07,280,Híbrido,Jornada completa,Junior,"Analítica de datos y Ciencia de datos, Analítica, Análisis predictivo, Cleansing, Datasets, Modelos estadísticos, Named Entity Recognition (NER), Narración de datos y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,610
"Data Scientist, Privacy Hub, UK",Datavant,2024-03-06,164,En remoto,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos, Análisis exploratorio de datos y Ciencia de datos, Algoritmos, Algoritmos de aprendizaje automático, Contraste de hipótesis, Datasets, Diseño experimental y Establecer prioridades del trabajo",Data Scientist,,,Reino Unido,,611
Summer Student - Data Scientist,Malvern Panalytical,2024-03-11,358,,,Junior,"Ciencia de datos, Comunicación y Visualización de datos, Análisis predictivo, Ciencias de la computación, Habilidades sociales, MATLAB, Normas de diseño, Optimising y Preparación de muestras",Data Scientist,Bristol,Inglaterra,Reino Unido,,612
Data Scientist,Aldi UK,2024-03-09,336,Presencial,Jornada completa,,"Ciencia de datos, SQL, Visualización y Visualización de datos, Analítica, Análisis de clústers, Big data, Ciencias de la computación, Merging y Minería de datos",Data Scientist,Atherstone,Inglaterra,Reino Unido,,613
Data Scientist,GHGSAT,2024-03-12,82,Híbrido,Jornada completa,Intermedio,"Ciencia de datos, Comunicación, Limpieza de datos y Resolución de problemas, Analítica, Aplicaciones de teledetección, Atención al detalle, Modelado de datos, Preparación de datos y Reconocimiento de patrones",Data Scientist,Londres,Reino Unido,,,614
Data Scientist,Chainlink Labs,2024-03-10,301,En remoto,Jornada completa,Junior,"Ciencia de datos y Resolución de problemas, Análisis predictivo, Blockchain, Ciencias de la computación, Inteligencia artificial, Manipulación de datos, Pensamiento libre, Procesamiento de lenguaje natural y Resolución creativa de problemas",Data Scientist,Londres,Inglaterra,Reino Unido,,615
Data Scientist,CPS Group (UK) Limited,2024-03-06,490,En remoto,,Intermedio,"Análisis de datos, Bases de datos, MySQL, Python, Tableau y Visualización de datos, Base de datos relacional, Orientación de equipos, Proceso de planificación, elaboración de presupuestos y pronósticos y Toma de decisiones basadas en datos",Data Scientist,,,Reino Unido,55000,616
Data Scientist,Amber Resourcing,2024-03-10,1159,Híbrido,,Intermedio,"Ciencia de datos, Python, SQL y Tableau, Snowflake",Data Scientist,Londres,Inglaterra,Reino Unido,67500,617
Data Scientist,AI Staffing Ninja,2024-02-28,190,En remoto,Jornada completa,Intermedio,,Data Scientist,Europa,,,,618
Data Scientist,Set2Recruit,2024-03-11,874,En remoto,,Intermedio,"Aprendizaje automático y Python, Datasets, MLOps, Orquestración, Reconocimiento de patrones, Retoques fotográficos, Servicios en la nube y Visión por computador",Data Scientist,,,Reino Unido,77500,619
Principal Data Scientist,Microsoft,2024-03-12,13,Híbrido,Jornada completa,,"Análisis de datos, Ciencia de datos, Comunicación y Visualización de datos, Análisis estadístico, Análisis predictivo, Depuración de programas, Preparación de datos, Procesamiento de lenguaje natural y Recogida de datos",Data Scientist,Londres,Inglaterra,Reino Unido,,620
Data Scientist,Hack and Craft,2024-03-10,950,En remoto,Jornada completa,,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, F#, Modelado, Modelado de datos y Simulaciones",Data Scientist,,,Reino Unido,,621
Data Scientist,PRODA LTD,2024-02-21,695,Híbrido,Jornada completa,Intermedio,"Ciencia de datos, Python, Resolución de problemas y SQL, Microsoft Excel",Data Scientist,Londres,Reino Unido,,,622
Data Scientist,Vitol,2024-02-28,755,,,Intermedio,"Capacidad de análisis, Ciencia de datos, Comunicación y Resolución de problemas, Análisis predictivo, Atención al detalle, Diseño experimental, Extraer, transformar y cargar (ETL), Matemáticas y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,623
Data Scientist,Anson McCade,2024-02-28,856,Híbrido,,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Algoritmos de aprendizaje automático, Formato DV, Inteligencia artificial, PyTorch, SC Clearance, Sector de defensa y TensorFlow",Data Scientist,Londres,Inglaterra,Reino Unido,60000,624
Data Scientist,ClickJobs.io,2024-03-12,1,Presencial,Jornada completa,Junior,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos y NumPy, Algoritmos de aprendizaje automático, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Matemáticas y Procesamiento de lenguaje natural",Data Scientist,,Inglaterra,España,,625
Data Scientist,Maze,2024-03-11,332,Híbrido,,Intermedio,"Ciencia de datos, Húngaro",Data Scientist,Londres,Inglaterra,Reino Unido,66000,626
Data Scientist,Burns Sheehan,2024-03-06,110,Presencial,,Intermedio,"Analítica de datos, Aprendizaje automático, Ciencia de datos, Comunicación, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos  y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,65000,627
Data Scientist,Stack Data Strategy,2024-02-28,218,Presencial,Jornada completa,,"Ciencia de datos, Análisis cuantitativo, Ciencias políticas, Investigación cuantitativa, Modelado de datos y Modelos de regresión",Data Scientist,Londres,Inglaterra,Reino Unido,,628
Data Scientist,Bayezian,2024-03-11,544,Híbrido,Jornada completa,Intermedio,"Aprendizaje automático y Python, Microsoft Azure, Procesamiento de lenguaje natural y Visión por computador",Data Scientist,Londres,Inglaterra,Reino Unido,,629
Data Scientist,DLA Piper,2024-03-06,434,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos y Ciencia de datos, Análisis de la regresión, Conceptos de estadística, Contraste de hipótesis, Diseño experimental, Manipulación de datos, Modelos estadísticos y Reconocimiento de patrones",Data Scientist,Londres,Inglaterra,Reino Unido,,630
Data Scientist (KTP Associate),University of Exeter,2024-03-06,860,En remoto,,,"Ciencia de datos, Amazon Web Services (AWS), Ciencias de la computación y IA generativa",Data Scientist,,,Reino Unido,34715,631
Lead Data Scientist,Harnham,2024-02-28,0,Presencial,Jornada completa,Intermedio,"Ciencia de datos, Comunicación y Visualización, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Minería de datos, Modelos estadísticos, Procesamiento de lenguaje natural y Reconocimiento de patrones",Data Scientist,Londres,Inglaterra,Reino Unido,,632
Data Scientist,Tesco,2024-03-12,760,,,Junior,"Análisis de datos estadísticos, Aprendizaje automático, Ciencia de datos y Modelos predictivos, Algoritmos, Análisis predictivo, Estadística, Minería de datos, Procesamiento de lenguaje natural y Reconocimiento de patrones",Data Scientist,Londres,Inglaterra,Reino Unido,,633
Data Scientist,Cititec Talent,2024-03-06,1178,Híbrido,Jornada completa,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Large Language Models (LLM) y MLOps",Data Scientist,Londres,Inglaterra,Reino Unido,,634
Data Scientist,Quant Capital,2024-03-08,1038,Presencial,,Intermedio,"Analítica de datos, Ciencia de datos, Inglés, SQL y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Inteligencia artificial y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,55000,635
Data Scientist,Understanding Recruitment,2024-02-14,339,Híbrido,,Intermedio,Microsoft Azure y R Shiny,Data Scientist,Londres,Inglaterra,Reino Unido,57500,636
Data Scientist,Braintrust,2024-03-06,910,En remoto,Jornada completa,Intermedio,"Análisis de datos, Ciencia de datos, Python y SQL",Data Scientist,,,Reino Unido,,637
Data Scientist,BettingJobs,2024-02-21,343,Híbrido,Jornada completa,Intermedio,"Microsoft Power BI, Python y Tableau",Data Scientist,Londres,Inglaterra,Reino Unido,,638
Data Scientist,ClickJobs.io,2024-03-12,0,Presencial,Jornada completa,Junior,"Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Estadística, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Bristol,Inglaterra,Reino Unido,,639
Data Scientist,Holland & Barrett,2024-02-28,387,En remoto,Jornada completa,Intermedio,"Ciencia de datos, Python y SQL, Modelos de marketing mixto",Data Scientist,,Inglaterra,España,,640
Data Scientist (Performance Rugby),England Rugby,2024-02-28,592,Híbrido,,Intermedio,"Aprendizaje automático, Ciencia de datos, Microsoft Power BI, Python, Tableau y Visualización de datos, Estadística, Modelos de regresión, R (Lenguaje de programación) y Redes neuronales",Data Scientist,Londres,Inglaterra,Reino Unido,,641
Data Scientist,Harnham,2024-03-11,675,Híbrido,,Intermedio,"Analítica de datos, Ciencia de datos y Comunicación, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Language Modeling, Large Language Models (LLM) y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,75000,642
Data Scientist,Ellis Samuel Associates,2024-03-11,911,Híbrido,,,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, C++, Java, Lenguajes de programación, Modelado y Modelado de datos",Data Scientist,Widnes,Inglaterra,Reino Unido,65000,643
Data Scientist - Insurance,Hawksworth,2024-02-28,789,Híbrido,Jornada completa,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Large Language Models (LLM), MLOps, Microsoft Azure, Modelos estadísticos y PySpark",Data Scientist,Surrey,Inglaterra,Reino Unido,,644
Data Scientist,Durlston Partners,2024-03-09,669,Híbrido,,Intermedio,"Analítica de datos, Análisis de datos, Aprendizaje automático, Python y Scikit-learn, Docker, Kubernetes, Microsoft Azure, Máquinas herramienta, TensorFlow y XGBoost",Data Scientist,Londres,Inglaterra,Reino Unido,75000,645
